Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2
Overall Banana Production,0102800000,Ilocos Norte,5409.34,5481.09,5945.01,5664.09,6117.65,5450.26,5936.76,5465.09,5724.92,4900.07
Overall Banana Production,0102900000,Ilocos Sur,5451.83,4380.22,5888.17,4791.76,6165.2,4131.22,6000.53,4403.28,6017.48,4316.69
Overall Banana Production,0103300000,La Union,3947.66,3912.35,3900.44,4129.83,4103.42,4007.4,3649.89,3722.01,3510.28,2332.05
Overall Banana Production,0105500000,Pangasinan,7983.5,7845.08,8355.98,7872.34,8698.31,6737.57,8878.64,6437.98,8797.05,5911.56
Overall Banana Production,0200900000,Batanes,19.49,17.69,4.91,15.91,11.49,22.59,19.17,26.25,12.3,35.43
Overall Banana Production,0201500000,Cagayan,49267.24,15818.79,46990.87,15010.44,51229.65,14132.52,49106.85,14920.74,45146.39,12703.29
Overall Banana Production,0203100000,Isabela,107610.3,70214.15,108341.3,71476.89,108571.44,73108.99,109309.32,67226.48,102524.15,64147.43
Overall Banana Production,0205000000,Nueva Vizcaya,14791.02,12124.57,16329.92,13351.28,17743.25,12971.09,17036.61,10826.78,13674.51,10383.8
Overall Banana Production,0205700000,Quirino,26225.78,32530.97,28908.36,34032.95,32206.78,33026.19,29122.86,27117.77,26202.31,22881.66
Overall Banana Production,0300800000,Bataan,378.49,816.93,412.11,869.06,460.81,883.46,391.78,866.2,630.44,943.42
Overall Banana Production,0301400000,Bulacan,10173.37,8213.49,11156.44,7796.29,10674.78,8290.65,9669.42,7592.65,10057.4,7479.84
Overall Banana Production,0304900000,Nueva Ecija,3045.72,4439.02,3152.59,4091.9,3201.56,3642.7,3028.67,3166.58,2913.99,2714.92
Overall Banana Production,0305400000,Pampanga,1787.11,1331.8,1897.95,1395.08,1993.33,1433.61,2071.93,1406.15,2153.47,1426.98
Overall Banana Production,0306900000,Tarlac,3739.48,1889.77,4147.2,1837.29,4100.13,1884.83,3964.39,1937.93,4165.36,2013.25
Overall Banana Production,0307100000,Zambales,6128.72,6473.59,6958.95,6934.97,6224.97,6167.56,5076.14,5105.51,3989.69,2851.7
Overall Banana Production,0307700000,Aurora,1015.76,2354.67,1288.26,2931.18,1704.83,2105.01,1507.29,2088.58,233.96,1177.16
Overall Banana Production,0401000000,Batangas,9562.3,19518.91,9101.65,20362.84,7693.16,20861.53,8279.34,19471.76,6775.25,19426.78
Overall Banana Production,0402100000,Cavite,10954.85,7496.39,11961.69,8059.89,10238.43,8754.88,8356.8,4053.63,8631.33,3768.69
Overall Banana Production,0403400000,Laguna,3466.72,7365.95,4993.27,7982.09,4341.99,8138.12,4015.93,6956.43,3966.74,7259.12
Overall Banana Production,0405600000,Quezon,18290.09,9114.38,20328.11,9637.13,18878.22,10129.5,18405.73,10243.93,19881.28,10559.39
Overall Banana Production,0405800000,Rizal,854.95,2685.95,1058.46,2651.59,1193.46,2525.92,1151.69,2343.5,1115.93,2143.0
