Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Sweet Potato Production,1102500000,Davao Oriental,2708.38,2513.17,2377.41,2261.38,2302.72,158.74
Overall Sweet Potato Production,1108200000,Davao de Oro (Compostela Valley),7332.59,7291.56,7217.57,6805.67,6738.54,1042.54
Overall Sweet Potato Production,1108600000,Davao Occidental,1518.1,1580.39,1531.63,1507.51,1525.27,247.93
Overall Sweet Potato Production,1130700000,Davao City,1796.01,1817.6,,,935.65,165.96
Overall Sweet Potato Production,1204700000,Cotabato (North Cotabato),4301.17,3730.21,2951.35,2032.21,1804.12,431.63
Overall Sweet Potato Production,1206300000,South Cotabato,518.47,446.65,399.99,420.1,406.77,271.84
Overall Sweet Potato Production,1206500000,Sultan Kudarat,723.09,693.15,725.96,633.77,642.26,302.16
Overall Sweet Potato Production,1208000000,Sarangani,540.0,548.28,442.22,574.0,597.0,29.67
Overall Sweet Potato Production,1400100000,Abra,687.12,691.52,564.42,479.37,546.8,181.85
Overall Sweet Potato Production,1401100000,Benguet,4256.4,4106.2,4097.54,3340.0,3077.8,649.86
Overall Sweet Potato Production,1402700000,Ifugao,1055.85,672.33,374.16,99.4,143.12,62.44
Overall Sweet Potato Production,1403200000,Kalinga,168.33,186.66,178.02,175.75,177.59,13.24
Overall Sweet Potato Production,1404400000,Mountain Province,956.92,985.26,939.86,880.15,880.98,269.26
Overall Sweet Potato Production,1408100000,Apayao,189.55,198.72,199.9,190.01,150.89,48.98
Overall Sweet Potato Production,1600200000,Agusan del Norte,8638.28,8266.93,8571.42,8206.85,8635.0,1135.42
Overall Sweet Potato Production,1600300000,Agusan del Sur,23077.51,23110.14,20199.13,21682.0,22922.59,3795.58
Overall Sweet Potato Production,1606700000,Surigao del Norte,1328.06,1011.85,831.79,572.93,469.3,65.31
Overall Sweet Potato Production,1606800000,Surigao del Sur,9596.15,11272.02,7374.94,8371.2,8811.09,909.94
Overall Sweet Potato Production,1608500000,Dinagat Islands,419.59,396.84,335.41,276.85,311.45,43.94
Overall Sweet Potato Production,1630400000,Butuan City,,,,,,584.91
Overall Sweet Potato Production,1704000000,Marinduque,1104.35,934.09,571.12,442.03,416.58,97.56
Overall Sweet Potato Production,1705100000,Occidental Mindoro,8768.95,9974.86,9138.42,4826.66,5262.4,27.1
Overall Sweet Potato Production,1705200000,Oriental Mindoro,3320.81,4742.37,4403.81,3716.9,3614.65,31.79
Overall Sweet Potato Production,1705300000,Palawan,4192.07,3700.34,2803.77,2618.67,2634.29,1107.04
Overall Sweet Potato Production,1705900000,Romblon,1391.27,1470.68,1236.94,1040.78,1001.46,485.56
Overall Sweet Potato Production,1731500000,Puerto Princesa City,,,,,,3.04
Overall Sweet Potato Production,1804500000,Negros Occidental,18622.0,18736.41,18448.93,18362.52,18287.64,2233.1
Overall Sweet Potato Production,1804600000,Negros Oriental,14075.9,13865.83,12243.99,10026.17,7117.06,900.85
Overall Sweet Potato Production,1806100000,Siquijor,421.61,427.39,434.22,398.2,409.4,200.79
Overall Sweet Potato Production,1830200000,Bacolod City,,,,,,
Overall Sweet Potato Production,1900700000,Basilan,959.39,986.47,971.84,885.38,745.02,27.03
Overall Sweet Potato Production,1903600000,Lanao del Sur,3686.0,3684.95,1684.9,1698.1,1692.98,569.0
Overall Sweet Potato Production,1907000000,Tawi-Tawi,295.96,292.32,277.4,251.8,192.0,29.87
Overall Sweet Potato Production,1908700000,Maguindanao del Norte,,,,,495.6,170.0
Overall Sweet Potato Production,1908800000,Maguindanao del Sur,1130.8,1137.6,1133.44,693.62,689.45,183.47
